timestamp,value,is_anomaly
450,0.6816666666666666,0
1350,0.565,0
2250,0.8216666666666667,0
3150,0.4316666666666667,0
4050,0.6133333333333334,0
4950,1.0416666666666667,0
5850,0.8333333333333334,0
6750,1.0733333333333335,0
7650,0.675,0
8550,0.6950000000000001,0
9450,0.6400000000000001,0
10350,0.8366666666666667,0
11250,0.7683333333333333,0
12150,0.8566666666666668,0
13050,0.6416666666666667,0
13950,0.7016666666666667,0
14850,0.7416666666666667,0
15750,0.6633333333333334,0
16650,0.6366666666666667,0
17550,0.7683333333333333,0
18450,0.8966666666666667,0
19350,0.8433333333333334,0
20250,0.75,0
21150,0.8583333333333333,0
22050,0.9600000000000001,0
22950,0.6783333333333333,0
23850,0.6833333333333333,0
24750,0.8166666666666667,0
25650,0.6966666666666668,0
26550,0.7366666666666667,0
27450,0.7266666666666667,0
28350,0.6516666666666667,0
29250,0.7483333333333334,0
30150,0.6533333333333334,0
31050,0.725,0
31950,1.0733333333333335,0
32850,0.6183333333333334,0
33750,0.7233333333333334,0
34650,0.725,0
35550,1.0150000000000001,0
36450,0.68,0
37350,0.825,0
38250,0.5783333333333334,0
39150,0.7483333333333334,0
40050,0.7200000000000001,0
40950,0.8533333333333334,0
41850,0.5016666666666667,0
42750,0.6483333333333333,0
43650,0.6183333333333334,0
44550,0.7416666666666667,0
45450,0.9583333333333335,0
46350,0.8433333333333334,0
47250,0.5716666666666668,0
48150,0.5083333333333334,0
49050,0.6766666666666666,0
49950,1.09,0
50850,0.6266666666666667,0
51750,0.9383333333333334,0
52650,0.565,0
53550,0.7166666666666667,0
54450,0.5716666666666668,0
55350,0.5633333333333334,0
56250,0.465,0
57150,0.7516666666666667,0
58050,0.7866666666666667,0
58950,0.6283333333333334,0
59850,0.6566666666666666,0
60750,0.6016666666666667,0
61650,0.7233333333333334,0
62550,0.6966666666666668,0
63450,0.91,0
64350,0.5683333333333334,0
65250,0.74,0
66150,0.805,0
67050,0.885,0
67950,0.6566666666666666,0
68850,0.7100000000000001,0
69750,0.7966666666666667,0
70650,0.7683333333333333,0
71550,0.8266666666666667,0
72450,0.8266666666666667,0
73350,0.8833333333333333,0
74250,0.5466666666666667,0
75150,0.8133333333333334,0
76050,1.0716666666666665,0
76950,0.6883333333333334,0
77850,0.7900000000000001,0
78750,0.6533333333333334,0
79650,0.5000000000000001,0
80550,0.815,0
81450,0.8,0
82350,0.6366666666666667,0
83250,0.6033333333333334,0
84150,0.6216666666666667,0
85050,0.8633333333333334,0
85950,0.795,0
86850,1.03,0
87750,0.925,0
88650,0.795,0
89550,0.6649999999999999,0
90450,0.48833333333333334,0
91350,0.8583333333333333,0
92250,0.8816666666666667,0
93150,0.6366666666666667,0
94050,0.8083333333333333,0
94950,0.7933333333333333,0
95850,0.6649999999999999,0
96750,0.7133333333333334,0
97650,0.7933333333333333,0
98550,0.5633333333333334,0
99450,0.68,0
100350,1.0550000000000002,0
101250,0.7733333333333334,0
102150,0.9266666666666666,0
103050,0.8366601673166018,0
103950,0.8350000000000001,0
104850,0.515,0
