timestamp,value,is_anomaly
450,0.5516666666666666,0
1350,0.6950000000000001,0
2250,0.475,0
3150,0.76,0
4050,0.5700000000000001,0
4950,0.62,0
5850,0.3716666666666667,0
6750,0.33999999999999997,0
7650,0.29000000000000004,0
8550,0.335,0
9450,0.4316666666666667,0
10350,0.5233333333333333,0
11250,0.24666666666666667,0
12150,0.7483333333333333,0
13050,0.5966666666666666,0
13950,0.4683333333333334,0
14850,0.38666666666666666,0
15750,0.29,0
16650,0.245,0
17550,0.24833333333333335,0
18450,0.4266666666666667,0
19350,0.24000000000000002,0
20250,0.28502292239726595,0
21150,0.3366666666666667,0
22050,0.44166666666666665,0
22950,0.2866666666666667,0
23850,0.29000000000000004,0
24750,0.4216666666666667,0
25650,0.345,0
26550,0.3333333333333333,0
27450,0.29,0
28350,0.47,0
29250,0.2783333333333333,0
30150,0.36166666666666664,0
31050,0.535,0
31950,0.6466666666666666,0
32850,0.335,0
33750,0.4266666666666667,0
34650,0.14166666666666666,0
35550,0.38999999999999996,0
36450,0.43,0
37350,0.38333333333333336,0
38250,0.6516666666666667,0
39150,0.7100000000000001,0
40050,0.8366666666666667,0
40950,0.48333333333333334,0
41850,0.38833333333333336,0
42750,0.47500041677085936,0
43650,0.8566666666666667,0
44550,0.43833333333333335,0
45450,0.5666666666666667,0
46350,0.4866666666666667,0
47250,0.6116666666666667,0
48150,0.6166666666666667,0
49050,0.8416666666666667,0
49950,0.38166666666666665,0
50850,0.8766666666666667,0
51750,0.39499999999999996,0
52650,0.7533333333333334,0
53550,0.7433333333333334,0
54450,0.8016666666666666,0
55350,0.7550000000000001,0
56250,0.6633333333333333,0
57150,0.6600004167708594,0
58050,0.9816666666666668,0
58950,0.715,0
59850,0.8866666666666667,0
60750,0.6133333333333333,0
61650,0.615,0
62550,0.6716666666666666,0
63450,1.0616666666666668,0
64350,0.7916666666666666,0
65250,0.5216666666666667,0
66150,0.8566666666666667,0
67050,0.6066666666666667,0
67950,0.5666666666666667,0
68850,0.5716666666666668,0
69750,0.2866666666666667,0
70650,0.29,0
71550,0.5616666666666668,0
72450,0.4233333333333333,0
73350,0.475,0
74250,0.425,0
75150,0.7083333333333334,0
76050,0.6533333333333334,0
76950,0.42833333333333334,0
77850,0.26333333333333336,0
78750,0.30333333333333334,0
79650,0.09666666666666666,0
80550,0.335,0
81450,0.39499999999999996,0
82350,0.285,0
83250,0.15,0
84150,0.385,0
85050,0.3400120863549221,0
85950,0.56,0
86850,0.47,0
