timestamp,value,is_anomaly
2073630,0.0114999999998872,0
2073660,0.0099999999999454,0
2073690,0.0109999999999672,0
2073720,0.0079999999999927,0
2073750,0.0090000000000145,0
2073780,0.0050000000000181,0
2073810,0.2324999999998908,0
2073840,0.1195000000000618,0
2073870,0.0080000000000836,0
2073900,0.2274999999999636,0
2073930,0.11200000000008,0
2073960,0.025,0
2073990,0.1769999999999527,0
2074020,0.0455000000000836,0
2074050,0.2350000000000364,0
2074080,0.1529999999998836,0
2074110,0.0265000000001236,0
2074140,0.0214999999997417,0
2074170,0.0080000000000836,0
2074200,0.0655000000000654,0
2074230,0.0259999999999308,0
2074260,0.0079999999999927,0
2074290,0.0115000000000691,0
2074320,0.0115000000000691,0
2074350,0.1600000000001273,0
2074380,0.1344999999999345,0
2074410,0.0880000000000109,0
2074440,0.0099999999998544,0
2074470,0.0310000000002219,0
2074500,0.2440000000001418,0
2074530,0.1385000000002037,0
2074560,0.0255000000001018,0
2074590,0.0204999999999017,0
2074620,0.2485000000000582,0
2074650,0.1504999999999199,0
2074680,0.0350000000000363,0
2074710,0.0164999999999963,0
2074740,0.2644999999998617,0
2074770,0.1784999999998945,0
2074800,0.0220000000000254,0
2074830,0.0160000000002582,0
2074860,0.0164999999999054,0
2074890,0.0134999999999308,0
2074920,0.0244999999998981,0
2074950,0.0234999999999672,0
2074980,0.1609999999998763,0
2075010,0.1139999999999417,0
2075040,0.0260000000000218,0
2075070,0.0170000000000982,0
2075100,0.0145000000000436,0
2075130,0.0210000000000945,0
2075160,0.0325000000000727,0
2075190,0.01850000000004,0
2075220,0.0734999999998763,0
2075250,0.1465000000001964,0
2075280,0.0560000000001309,0
2075310,0.1169999999998253,0
2075340,0.0614999999997962,0
2075370,0.1650000000000545,0
2075400,0.1015000000002146,0
2075430,0.261500000000251,0
2075460,0.0864999999999781,0
2075490,0.0084999999999126,0
2075520,0.0280000000001564,0
2075550,0.1299999999998362,0
2075580,0.075,0
2075610,0.1470000000000254,0
2075640,0.199499999999989,0
2075670,0.2289999999999054,0
2075700,0.2629999999999199,0
2075730,0.2905000000000655,0
2075760,0.3334999999999127,0
2075790,0.3590000000001055,0
2075820,0.3574999999998909,0
2075850,0.3574999999999818,0
2075880,0.3665000000000873,0
2075910,0.3780000000001564,0
2075940,0.4585000000000037,0
2075970,0.4805000000000291,0
2076000,0.4054999999999382,0
2076030,0.4664999999999963,0
2076060,0.5144999999999527,0
2076090,0.47450000000008,0
2076120,0.5125000000000001,0
2076150,0.5405000000002474,0
2076180,0.5369999999999892,0
2076210,0.5820000000000618,0
2076240,0.5734999999997854,0
2076270,0.5029999999997927,0
2076300,0.5269999999999527,0
2076330,0.6140000000000329,0
2076360,0.5469999999999345,0
2076390,0.6165000000001782,0
2076420,0.5729999999998654,0
2076450,0.6034999999998036,0
2076480,0.5554999999999382,0
2076510,0.70550000000012,0
2076540,0.5055000000000291,0
2076570,0.368999999999778,0
2076600,0.3910000000000764,0
2076630,0.2340000000001055,0
2076660,0.0334999999999126,0
2076690,0.2449999999997999,0
2076720,0.2049999999999272,0
2076750,0.0144999999999527,0
2076780,0.0149999999999636,0
2076810,0.0175000000000181,0
2076840,0.3700000000000728,0
2076870,0.1200000000000727,0
2076900,0.1640000000001236,0
2076930,0.2660000000001674,0
2076960,0.2270000000000436,0
2076990,0.1914999999999964,0
2077020,0.1609999999999673,0
2077050,0.2109999999998763,0
2077080,0.5144999999999528,0
2077110,0.2835000000000036,0
2077140,0.0945000000000618,0
2077170,0.0145000000001346,0
2077200,0.0150000000001455,0
2077230,0.275499999999829,0
2077260,0.1735000000001491,0
2077290,0.1880000000001019,0
2077320,0.106999999999789,0
2077350,0.0424999999999272,0
2077380,0.0440000000001418,0
2077410,0.0570000000001527,0
2077440,0.0664999999999054,0
2077470,0.0699999999998908,0
2077500,0.0735000000000582,0
2077530,0.0729999999999563,0
2077560,0.0759999999999308,0
2077590,0.0714999999999236,0
2077620,0.5174999999999272,0
2077650,0.2520000000001346,0
2077680,0.1015000000002146,0
2077710,0.5054999999998473,0
2077740,0.14350000000004,0
2077770,0.0710000000000945,0
2077800,0.0855000000001382,0
2077830,0.143499999999949,0
2077860,0.3650000000001455,0
2077890,0.0985000000001491,0
2077920,0.2669999999999163,0
2077950,0.1039999999999054,0
2077980,0.1259999999999309,0
2078010,0.1169999999999163,0
2078040,0.0100000000000363,0
2078070,0.0204999999999927,0
2078100,0.2434999999997671,0
2078130,0.0414999999999054,0
2078160,0.3784999999999855,0
2078190,0.1540000000001782,0
2078220,0.0199999999998908,0
2078250,0.0174999999998362,0
2078280,0.0155000000002473,0
2078310,0.0154999999998835,0
2078340,0.0110000000000582,0
2078370,0.0134999999997489,0
2078400,0.0130000000001018,0
2078430,0.0144999999998617,0
2078460,0.0130000000001018,0
2078490,0.2474999999999454,0
2078520,0.1175000000000181,0
2078550,0.0089999999998326,0
2078580,0.0229999999997744,0
2078610,0.0265000000000327,0
2078640,0.0160000000000763,0
2078670,0.0215000000000145,0
2078700,0.024999999999909,0
2078730,0.0199999999998908,0
2078760,0.0265000000000327,0
2078790,0.0380000000001018,0
2078820,0.0189999999999599,0
2078850,0.0259999999999308,0
2078880,0.0349999999999454,0
2078910,0.0340000000001964,0
2078940,0.0399999999999636,0
2078970,0.03100000000004,0
2079000,0.0315000000001418,0
2079030,0.0384999999999308,0
2079060,0.037499999999909,0
2079090,0.0335000000000036,0
2079120,0.0575000000000727,0
2079150,0.1665000000001782,0
2079180,0.0804999999999381,0
2079210,0.0139999999999417,0
2079240,0.0335000000000036,0
2079270,0.04300000000012,0
2079300,0.0284999999999854,0
2079330,0.0330000000000836,0
2079360,0.0304999999997562,0
2079390,0.0275000000000545,0
2079420,0.1325000000000727,0
2079450,0.1180000000000291,0
2079480,0.0619999999998981,0
2079510,0.0290000000002692,0
2079540,0.0414999999998144,0
2079570,0.1424999999998363,0
2079600,0.1519999999997708,0
2079630,0.0800000000001091,0
2079660,0.0679999999999381,0
2079690,0.2660000000000764,0
2079720,0.2905000000000655,0
2079750,0.1589999999998326,0
2079780,0.02450000000008,0
2079810,0.0104999999999563,0
2079840,0.2449999999999818,0
2079870,0.1784999999999854,0
2079900,0.0199999999999818,0
2079930,0.0139999999998508,0
2079960,0.0590000000000145,0
2079990,0.2034999999998945,0
2080020,0.1130000000000109,0
2080050,0.0124999999997271,0
2080080,0.0095000000001164,0
2080110,0.2344999999998436,0
2080140,0.1155000000001564,0
2080170,0.0174999999997453,0
2080200,0.0064999999999599,0
2080230,0.005999999999949,0
2080260,0.0040000000000873,0
2080290,0.2069999999998799,0
2080320,0.1824999999997999,0
2080350,0.1424999999999272,0
2080380,0.0125000000000909,0
2080410,0.0100000000000363,0
2080440,0.0949999999999818,0
2080470,0.1489999999998872,0
2080500,0.2790000000000873,0
2080530,0.0229999999998654,0
2080560,0.1275000000000545,0
2080590,0.168500000000131,0
2080620,0.2174999999998363,0
2080650,0.1264999999999418,0
2080680,0.0110000000000582,0
2080710,0.0085000000000945,0
2080740,0.0250000000001819,0
2080770,0.1944999999999709,0
